total_revenue,avg_basket_size,unique_products,days_since_last_purchase,is_churned
-0.2295677098485342,-0.6084255297202977,-0.7049215039187635,2.32202284596252,1
0.29500482729389504,0.4905916800868093,0.4892432607418318,-0.8937332316580672,0
-0.035361463174300826,0.8477275614266899,-0.4590640523709939,-0.16919559688552746,0
-0.015655305520302996,1.3664967712227418,0.13801832995930374,-0.7250052893137771,0
-0.18886769675794757,0.008150846326895299,-0.5176015408347485,2.1632200766973058,1
-0.07556002873518287,-0.47498098871146827,-0.02588663773920934,-0.556277346969487,0
-0.2187354695223912,-0.5458289433195675,-0.6697990108405107,1.1111517303152618,1
-0.09819332548854855,1.0503840098990542,-0.037594135431960274,1.3890565765293867,1
-0.1736538760751625,0.14273350708846536,-0.5644315316057523,1.2104034611060206,1
0.11261302520908523,1.0514272863390663,-0.09613162389571495,-0.6853045969974735,0
0.525971316054701,7.86715226893858,0.817053196138858,-0.5860528662067147,0
-0.08740246675466276,-0.22032669403577015,-0.5644315316057523,-0.8937332316580672,0
0.5089999948066406,0.2209792400893782,1.7887755046371854,-0.8341821931836119,0
0.0944331180459844,0.6069915228938814,0.5126582561273336,-0.39747457770427286,0
-0.20645487346724709,-0.32361106159697506,-0.5995540246840051,1.9349410958785604,1
0.39779913667202793,-0.07587303311100799,1.6365780346314234,-0.8838080585789913,0
-0.16238347771335532,0.030059651567150892,-0.447356554678243,0.17818546088212855,0
-0.0697495663400136,0.5699552092734493,0.10289583688105093,-0.8341821931836119,0
-0.19053634861043542,-0.4279387055981922,-0.4590640523709939,1.9746417881948641,1
-0.209010795341955,-0.066965057353981,-0.5878465269912542,-0.8738828854999153,0
0.2015238103849358,1.231914110461172,0.9575431684518692,-0.4073997507833487,0
0.00021696932163301974,0.3164390343504918,0.0209433530317944,-0.46695078925780403,0
-0.07158252745587554,0.21993596364936607,-0.3185740800579827,-0.19897111612275512,0
-0.1851920376809867,0.008150846326895299,-0.5527240339130014,2.1731452497763817,1
-0.13914527944964208,0.46197609773218967,-0.33028157775073363,-0.6654542508393217,0
-0.17413828412570237,-0.4237655998381435,-0.5527240339130014,-0.8838080585789913,0
-0.031408304008085974,0.8688539093369364,0.1263108322665528,2.2128459420926854,1
0.2583236970748729,7.306912820652044,1.84731299310094,0.37668892246364627,0
